A,B,C,D,isolate,uniprod_id
cct:CC1_30500,CDS,3100903..3101226,hypothetical protein,T02584,
cct:CC1_30510,CDS,3101403..3101780,hypothetical protein,T02584,
cct:CC1_30520,CDS,3101830..3102396,CAAX amino terminal protease family.,T02584,
cct:CC1_30530,CDS,complement(3102382..3102717),Helix-turn-helix.,T02584,
cct:CC1_30540,CDS,3103241..3103366,hypothetical protein,T02584,
cct:CC1_30550,CDS,3103357..3103563,Predicted transcriptional regulator,T02584,
cct:CC1_30560,CDS,3103579..3103677,hypothetical protein,T02584,
cct:CC1_30570,CDS,3103780..3104151,hypothetical protein,T02584,
cct:CC1_30580,CDS,3104169..3104684,hypothetical protein,T02584,
cct:CC1_30590,CDS,3104724..3104789,hypothetical protein,T02584,
cct:CC1_30600,CDS,3104860..3105021,hypothetical protein,T02584,
cct:CC1_30610,CDS,3105381..3107399,Signal transduction histidine kinase,T02584,
cct:CC1_30620,CDS,3107498..3107632,hypothetical protein,T02584,
cct:CC1_30630,CDS,complement(3107705..3108646),Thiol-disulfide isomerase and thioredoxins,T02584,
cct:CC1_30650,CDS,complement(3109560..3109700),hypothetical protein,T02584,
cct:CC1_30660,CDS,3109779..3110519,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,T02584,
cct:CC1_30670,CDS,3110516..3111694,Signal transduction histidine kinase,T02584,
cct:CC1_30680,CDS,complement(3111740..3112588),hypothetical protein,T02584,
cct:CC1_30690,CDS,3112850..3113926,L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,T02584,
cct:CC1_30700,CDS,3113946..3115328,"Transglutaminase-like enzymes, putative cysteine proteases",T02584,
cct:CC1_30710,CDS,complement(3115332..3116312),Phosphoglycerate dehydrogenase and related dehydrogenases,T02584,
cct:CC1_30720,CDS,3116462..3117847,Na+-dependent transporters of the SNF family,T02584,
cct:CC1_30730,CDS,3118167..3118988,"Hydroxyethylthiazole kinase, sugar kinase family",T02584,
cct:CC1_30740,CDS,3118975..3119610,thiamine-phosphate diphosphorylase,T02584,
cct:CC1_30750,CDS,3119624..3120598,Penicillin V acylase and related amidases,T02584,
cct:CC1_30760,CDS,complement(3120743..3121774),Ketopantoate reductase,T02584,
cct:CC1_30770,CDS,complement(3121798..3123111),Acetyl-CoA hydrolase,T02584,
cct:CC1_30780,CDS,complement(3123121..3123960),3-hydroxyacyl-CoA dehydrogenase,T02584,
cct:CC1_30790,CDS,complement(3123988..3125163),3-ketoacyl-CoA thiolase,T02584,
cct:CC1_30800,CDS,complement(3125179..3126084),3-hydroxyacyl-CoA dehydrogenase,T02584,
cct:CC1_30810,CDS,complement(3126121..3127467),H+/gluconate symporter and related permeases,T02584,
cct:CC1_30820,CDS,complement(3127530..3128396),3-keto-5-aminohexanoate cleavage enzyme,T02584,
cct:CC1_30830,CDS,3128704..3130104,"Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",T02584,
cct:CC1_30850,CDS,complement(3131639..3132463),Nitroreductase,T02584,
cct:CC1_30860,CDS,3132662..3132946,"transcriptional regulator, ArsR family",T02584,
cct:CC1_30870,CDS,3132930..3133379,Protein of unknown function (DUF1648).,T02584,
cct:CC1_30880,CDS,3133437..3133577,hypothetical protein,T02584,
cct:CC1_30890,CDS,complement(3133809..3133952),hypothetical protein,T02584,
cct:CC1_30900,CDS,complement(3134004..3134219),Phd_YefM.,T02584,
cct:CC1_30910,CDS,complement(3134292..3135776),dipeptidase A. Cysteine peptidase. MEROPS family C69,T02584,
cct:CC1_30920,CDS,3136071..3137069,NADPH:quinone reductase and related Zn-dependent oxidoreductases,T02584,
cct:CC1_30940,CDS,complement(3137856..3138704),"ABC-type Mn2+/Zn2+ transport systems, permease components",T02584,
cct:CC1_30950,CDS,complement(3138688..3139383),"ABC-type Mn/Zn transport systems, ATPase component",T02584,
cct:CC1_30960,CDS,complement(3139397..3140437),"ABC-type metal ion transport system, periplasmic component/surface adhesin",T02584,
cct:CC1_30970,CDS,complement(3140532..3140843),hypothetical protein,T02584,
cct:CC1_30980,CDS,complement(3140878..3141303),Fe2+/Zn2+ uptake regulation proteins,T02584,
cct:CC1_30990,CDS,3141459..3141854,"transcriptional regulator, GntR family",T02584,
cct:CC1_31000,CDS,3141851..3143254,hypothetical protein,T02584,
cct:CC1_31010,CDS,3143382..3143861,Flavodoxin-like fold.,T02584,
cct:CC1_31020,CDS,complement(3143962..3144135),hypothetical protein,T02584,
cct:CC1_31040,CDS,3144835..3146112,Signal transduction histidine kinase,T02584,
cct:CC1_31050,CDS,3146281..3147177,hypothetical protein,T02584,
cct:CC1_31060,CDS,3147235..3147597,hypothetical protein,T02584,
cct:CC1_31070,CDS,3147770..3149311,"GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit/GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit",T02584,
cct:CC1_31080,CDS,complement(3150863..3152221),Predicted Zn peptidase,T02584,
cct:CC1_31090,CDS,complement(3152221..3152535),hypothetical protein,T02584,
cct:CC1_31110,CDS,complement(3152798..3153406),Helix-turn-helix.,T02584,
cct:CC1_31120,CDS,3153566..3153754,HTH domain.,T02584,
cct:CC1_31130,CDS,3153766..3154833,Site-specific recombinase XerD,T02584,
cct:CC1_31140,CDS,3154830..3155207,hypothetical protein,T02584,
cct:CC1_31150,CDS,3155308..3155715,Predicted ATP-dependent serine protease,T02584,
cct:CC1_31160,CDS,3155734..3156288,hypothetical protein,T02584,
cct:CC1_31170,CDS,3156397..3156636,hypothetical protein,T02584,
cct:CC1_31190,CDS,3158169..3158483,hypothetical protein,T02584,
cct:CC1_31200,CDS,3158700..3159116,Protein of unknown function (DUF2992).,T02584,
cct:CC1_31210,CDS,3159364..3160080,hypothetical protein,T02584,
cct:CC1_31220,CDS,3160090..3160701,hypothetical protein,T02584,
cct:CC1_31240,CDS,3161296..3161997,hypothetical protein,T02584,
cct:CC1_31250,CDS,3162015..3162119,hypothetical protein,T02584,
cct:CC1_31260,CDS,3162233..3162454,hypothetical protein,T02584,
cct:CC1_31270,CDS,3162779..3163063,hypothetical protein,T02584,
cct:CC1_31280,CDS,3163195..3164064,KilA-N domain.,T02584,
cct:CC1_31290,CDS,3164600..3165286,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,T02584,
cct:CC1_31300,CDS,3165338..3166291,"ABC-type multidrug transport system, ATPase component",T02584,
cct:CC1_31310,CDS,3166284..3167129,hypothetical protein,T02584,
cct:CC1_31320,CDS,3167133..3168041,Signal transduction histidine kinase,T02584,
cct:CC1_31330,CDS,3170017..3170244,hypothetical protein,T02584,
cct:CC1_31340,CDS,3170229..3170345,hypothetical protein,T02584,
cct:CC1_31360,CDS,3170735..3171292,hypothetical protein,T02584,
cct:CC1_31370,CDS,3171417..3172043,hypothetical protein,T02584,
cct:CC1_31380,CDS,3172421..3172594,hypothetical protein,T02584,
cct:CC1_31390,CDS,3172597..3173943,Retron-type reverse transcriptase,T02584,
cct:CC1_35010,misc_RNA,3173963..3174036,Group II catalytic intron,T02584,
cct:CC1_31400,CDS,3174052..3174579,hypothetical protein,T02584,
cct:CC1_31410,CDS,3174843..3175958,hypothetical protein,T02584,
cct:CC1_31420,CDS,3176067..3176276,hypothetical protein,T02584,
cct:CC1_31440,CDS,3176788..3176898,hypothetical protein,T02584,
cct:CC1_31450,CDS,3176895..3177059,Single-strand binding protein family.,T02584,
cct:CC1_31460,CDS,3177121..3177276,Transposase.,T02584,
cct:CC1_31470,CDS,3177443..3177772,hypothetical protein,T02584,
cct:CC1_31480,CDS,3177806..3177892,hypothetical protein,T02584,
cct:CC1_31490,CDS,3177951..3178040,Protein of unknown function (DUF1016).,T02584,
cct:CC1_31500,CDS,3178048..3178302,Protein of unknown function (DUF1016).,T02584,
cct:CC1_31510,CDS,3178346..3178723,hypothetical protein,T02584,
cct:CC1_31520,CDS,3178764..3179180,hypothetical protein,T02584,
cct:CC1_31530,CDS,complement(3179330..3180625),Site-specific recombinase XerD,T02584,
cct:CC1_31540,CDS,complement(3180786..3181415),Helix-turn-helix.,T02584,
cct:CC1_31550,CDS,3181590..3181820,"DNA binding domain, excisionase family",T02584,
cct:CC1_31570,CDS,3182279..3182584,hypothetical protein,T02584,
cct:CC1_31580,CDS,3182560..3184281,plasmid mobilization system relaxase,T02584,
cct:CC1_31590,CDS,3184259..3184969,hypothetical protein,T02584,
cct:CC1_31610,CDS,3185913..3186845,Signal transduction histidine kinase,T02584,
cct:CC1_31620,CDS,3186909..3187820,"ABC-type multidrug transport system, ATPase component",T02584,
cct:CC1_31630,CDS,3187822..3188514,hypothetical protein,T02584,
cct:CC1_31640,CDS,complement(3188682..3188921),hypothetical protein,T02584,
cct:CC1_31650,CDS,3189450..3189584,hypothetical protein,T02584,
cct:CC1_35040,misc_RNA,3189627..3189717,GEMM cis-regulatory element,T02584,
cct:CC1_31670,CDS,3189945..3193151,Signal transduction histidine kinase,T02584,
cct:CC1_31690,CDS,3193869..3194936,diguanylate cyclase (GGDEF) domain,T02584,
cct:CC1_31700,CDS,3194929..3195006,hypothetical protein,T02584,
cct:CC1_31710,CDS,3195166..3198027,amino acid-binding domain sensor hybrid histidine kinase,T02584,
cct:CC1_31720,CDS,3198211..3199533,"putative efflux protein, MATE family",T02584,
cct:CC1_31730,CDS,3199542..3200411,"transcriptional regulator, AraC family",T02584,
cct:CC1_31740,CDS,3200561..3200836,Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen,T02584,
cct:CC1_31770,CDS,3203618..3204793,Signal transduction histidine kinase,T02584,
cct:CC1_35050,misc_RNA,3205275..3205350,GEMM cis-regulatory element,T02584,
cct:CC1_31790,CDS,3205451..3207295,"ABC-type sugar transport system, periplasmic component",T02584,
cct:CC1_31800,CDS,3207442..3209637,Signal transduction histidine kinase,T02584,
cct:CC1_31810,CDS,3209651..3210466,"amino acid ABC transporter substrate-binding protein, PAAT family (TC 3.A.1.3.-)",T02584,
cct:CC1_31830,CDS,3212733..3215612,amino acid-binding domain sensor hybrid histidine kinase,T02584,
cct:CC1_31840,CDS,3215662..3217161,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,T02584,
cct:CC1_31850,CDS,3217195..3219045,"ABC-type sugar transport system, periplasmic component",T02584,
cct:CC1_31860,CDS,3219042..3222002,Signal transduction histidine kinase,T02584,
cct:CC1_31870,CDS,3222055..3222141,hypothetical protein,T02584,
cct:CC1_31880,CDS,3222155..3222628,Acetyltransferases,T02584,
cct:CC1_31890,CDS,3222681..3223493,Arginase family.,T02584,
cct:CC1_31900,CDS,3223701..3224690,"GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit",T02584,
cct:CC1_31910,CDS,3224899..3225456,Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen,T02584,
cct:CC1_31930,CDS,3226352..3226558,Uncharacterized conserved protein,T02584,
cct:CC1_31940,CDS,3226962..3228902,"5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases",T02584,
cct:CC1_31950,CDS,3228957..3229928,ketopantoate reductase,T02584,
cct:CC1_31960,CDS,3229949..3230761,hypothetical protein,T02584,
cct:CC1_31970,CDS,3230832..3232211,NAD-dependent aldehyde dehydrogenases,T02584,
cct:CC1_31980,CDS,3232353..3233546,Aspartate/tyrosine/aromatic aminotransferase,T02584,
cct:CC1_31990,CDS,3233528..3234622,histidinol-phosphate aminotransferase,T02584,
cct:CC1_32000,CDS,3234655..3237066,Rad3-related DNA helicases,T02584,
cct:CC1_32020,CDS,3238219..3238458,NADH dehydrogenase subunit E,T02584,
cct:CC1_32040,CDS,3240188..3241363,Stage II sporulation protein E (SpoIIE).,T02584,
cct:CC1_32050,CDS,3241375..3242838,"Iron only hydrogenase large subunit, C-terminal domain",T02584,
cct:CC1_32060,CDS,3243203..3243601,Fe2+/Zn2+ uptake regulation proteins,T02584,
cct:CC1_32070,CDS,3243783..3244325,Rubrerythrin,T02584,
cct:CC1_32080,CDS,3245737..3246357,hypothetical protein,T02584,
cct:CC1_32090,CDS,complement(3246408..3246596),hypothetical protein,T02584,
cct:CC1_32100,CDS,complement(3246609..3247448),phage DNA replication protein (predicted replicative helicase loader),T02584,
cct:CC1_32130,CDS,complement(3250268..3250678),hypothetical protein,T02584,
cct:CC1_32140,CDS,complement(3250736..3250933),hypothetical protein,T02584,
cct:CC1_32150,CDS,complement(3250911..3251411),"DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog",T02584,
cct:CC1_32160,CDS,complement(3251532..3252119),Protein of unknown function (DUF2812).,T02584,
cct:CC1_32170,CDS,complement(3252116..3252439),"transcriptional regulator, PadR family",T02584,
cct:CC1_32180,CDS,3253148..3253618,hypothetical protein,T02584,
cct:CC1_32190,CDS,3253590..3254567,hypothetical protein,T02584,
cct:CC1_32200,CDS,complement(3254799..3255260),hypothetical protein,T02584,
cct:CC1_32210,CDS,3255466..3256713,Na+/H+ antiporter,T02584,
cct:CC1_32220,CDS,3256953..3257885,homoserine O-succinyltransferase,T02584,
cct:CC1_32230,CDS,3257938..3260301,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",T02584,
cct:CC1_32240,CDS,3260426..3261565,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases,T02584,
cct:CC1_32250,CDS,complement(3261689..3263413),"ABC-type multidrug transport system, ATPase and permease components",T02584,
cct:CC1_32260,CDS,complement(3263638..3264192),Acetyltransferase (GNAT) family.,T02584,
cct:CC1_32270,CDS,3264368..3265129,hypothetical protein,T02584,
cct:CC1_32280,CDS,3265129..3265824,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),T02584,
cct:CC1_32290,CDS,3265814..3265933,hypothetical protein,T02584,
cct:CC1_32300,CDS,3265936..3266151,hypothetical protein,T02584,
cct:CC1_32310,CDS,3266340..3266666,"transcriptional regulator, PadR family",T02584,
cct:CC1_32320,CDS,3266656..3267213,Protein of unknown function (DUF2812).,T02584,
cct:CC1_32330,CDS,3267301..3267531,Virulence-associated protein and related proteins,T02584,
cct:CC1_32340,CDS,3267528..3267929,"Predicted nucleic acid-binding protein, contains PIN domain",T02584,
cct:CC1_32350,CDS,complement(3268173..3269441),Putative peptidoglycan binding domain.,T02584,
cct:CC1_32360,CDS,3269859..3270944,"carbamoyl-phosphate synthase, small subunit",T02584,
cct:CC1_32370,CDS,3270931..3274131,carbamoyl-phosphate synthase large subunit,T02584,
cct:CC1_32380,CDS,3274364..3275698,"glutamine synthetase, type I",T02584,
cct:CC1_32400,CDS,3277112..3277675,Uncharacterized conserved protein,T02584,
cct:CC1_32410,CDS,3277853..3280222,ferrous iron transporter FeoB,T02584,
cct:CC1_32420,CDS,3280397..3282160,Predicted ATPase of the ABC class,T02584,
cct:CC1_32430,CDS,3282237..3282992,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1,T02584,
cct:CC1_32440,CDS,3283129..3283542,hypothetical protein,T02584,
cct:CC1_32450,CDS,3283539..3284525,hypothetical protein,T02584,
cct:CC1_32460,CDS,3284562..3285434,conserved hypothetical protein TIGR00159,T02584,
cct:CC1_32470,CDS,3285412..3286671,Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_32480,CDS,3286701..3286970,Phosphotransferase System HPr (HPr) Family,T02584,
cct:CC1_32490,CDS,3287501..3289177,"2-isopropylmalate synthase, yeast type",T02584,
cct:CC1_32500,CDS,3289424..3291565,SH3 domain protein,T02584,
cct:CC1_32530,CDS,3293923..3294504,"RNA polymerase sigma factor, sigma-70 family",T02584,
cct:CC1_32540,CDS,complement(3294543..3295601),cell envelope-related function transcriptional attenuator common domain,T02584,
cct:CC1_32550,CDS,3295867..3297513,"Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain",T02584,
cct:CC1_32560,CDS,3297667..3299094,endopeptidase Clp ATP-binding regulatory subunit (clpX),T02584,
cct:CC1_32570,CDS,3299198..3300919,Subtilase family.,T02584,
cct:CC1_32580,CDS,3301013..3301603,hypothetical protein,T02584,
cct:CC1_32590,CDS,3301663..3302565,Predicted xylanase/chitin deacetylase,T02584,
cct:CC1_32600,CDS,complement(3302690..3304282),bacterial peptide chain release factor 3 (bRF-3),T02584,
cct:CC1_32610,CDS,3304427..3305299,"EDD domain protein, DegV family",T02584,
cct:CC1_32620,CDS,3305302..3305796,G:T/U mismatch-specific DNA glycosylase,T02584,
cct:CC1_32630,CDS,3305910..3306794,Protein of unknown function (DUF1396).,T02584,
cct:CC1_32640,CDS,3307051..3307599,"transcriptional regulator, AbrB family",T02584,
cct:CC1_32650,CDS,3307718..3308707,tRNA-dihydrouridine synthase,T02584,
cct:CC1_32660,CDS,complement(3308750..3309391),Uncharacterized protein conserved in bacteria,T02584,
cct:CC1_32670,CDS,3309794..3314332,Glutamate synthase domain 2,T02584,
cct:CC1_32680,CDS,3314345..3315832,glutamate synthase (NADH) small subunit,T02584,
cct:CC1_32690,CDS,3316265..3316813,Acetyltransferases,T02584,
cct:CC1_32700,CDS,3317018..3319009,vacuolar-type H(+)-translocating pyrophosphatase,T02584,
cct:CC1_32710,CDS,3319215..3319736,Nitroreductase,T02584,
cct:CC1_32720,CDS,3319759..3320991,peptidase T,T02584,
cct:CC1_32730,CDS,3321017..3321235,hypothetical protein,T02584,
cct:CC1_32740,CDS,3321438..3321638,cold-shock DNA-binding protein family,T02584,
cct:CC1_32750,CDS,3321923..3323419,Putative RNA methylase family UPF0020.,T02584,
cct:CC1_32760,CDS,3323424..3324215,Predicted transcriptional regulators,T02584,
cct:CC1_32770,CDS,3324278..3325522,glutamyl-tRNA reductase,T02584,
cct:CC1_32780,CDS,3325515..3326180,"siroheme synthase, N-terminal domain",T02584,
cct:CC1_32790,CDS,3326146..3328545,porphobilinogen deaminase,T02584,
cct:CC1_32800,CDS,3328618..3329604,porphobilinogen synthase,T02584,
cct:CC1_32810,CDS,3329604..3330890,"glutamate-1-semialdehyde 2,1-aminomutase",T02584,
cct:CC1_32820,CDS,3331111..3331836,1-acyl-sn-glycerol-3-phosphate acyltransferase,T02584,
cct:CC1_32830,CDS,complement(3331964..3333328),Short chain fatty acids transporter,T02584,
cct:CC1_32840,CDS,3333483..3334304,AraC-type DNA-binding domain-containing proteins,T02584,
cct:CC1_32850,CDS,3334498..3334788,TrpR-related protein YerC/YecD,T02584,
cct:CC1_32860,CDS,complement(3334824..3335411),Domain of unknown function (DUF1836).,T02584,
cct:CC1_32870,CDS,3335617..3335967,Cupin domain.,T02584,
cct:CC1_32890,CDS,3336830..3337429,Predicted membrane protein,T02584,
cct:CC1_32910,CDS,complement(3338253..3339254),"ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components",T02584,
cct:CC1_32920,CDS,3339422..3339865,FKBP-type peptidyl-prolyl cis-trans isomerases 2,T02584,
cct:CC1_32930,CDS,complement(3340014..3340709),Predicted membrane protein,T02584,
cct:CC1_32940,CDS,complement(3340761..3342125),Uncharacterized conserved protein,T02584,
cct:CC1_32950,CDS,complement(3342112..3342873),hypothetical protein,T02584,
cct:CC1_32960,CDS,3342996..3343883,Transcriptional regulator,T02584,
